CONF#         E (xTB)          ΔE (xTB)          E (DFT)          ΔE (DFT)        ΔGsolv (xTB)          Gtot             ΔGtot          Boltzmann weight   
CONF61       -23.950144          0.66          -346.243750          1.52           -3.271970         -346.248965          1.40                0.61         
CONF62       -23.949916          0.80          -346.243650          1.58           -3.414487         -346.249091          1.32                0.70         
CONF63       -23.950140          0.66          -346.244748          0.89           -3.265085         -346.249951          0.78                1.74         
CONF64       -23.950100          0.68          -346.244204          1.23           -3.284292         -346.249438          1.10                1.01         
CONF65       -23.950098          0.68          -346.244005          1.36           -3.284646         -346.249240          1.22                0.82         
CONF66       -23.950113          0.67          -346.244590          0.99           -3.271887         -346.249804          0.87                1.49         
CONF67       -23.950103          0.68          -346.244077          1.31           -3.277311         -346.249300          1.19                0.87         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15        -346.2450206    -346.2501080     <<==part0==
----------------------------------------------------------------------------------------------------
