CONF#         G (xTB)          ΔG (xTB)          E (DFT)          ΔGsolv         GmRRHO          Gtot             ΔGtot          Boltzmann weight   
CONF35       -23.955584          ---           -346.937979       -0.005733        ---         -346.943712          0.00               12.57         
CONF36       -23.955576          ---           -346.934306       -0.005680        ---         -346.939986          2.34                0.24         
CONF37       -23.955564          ---           -346.935565       -0.006299        ---         -346.941864          1.16                1.78         
CONF38       -23.955556          ---           -346.934425       -0.005757        ---         -346.940182          2.21                0.30         
CONF39       -23.955550          ---           -346.937536       -0.005576        ---         -346.943113          0.38                6.67         
CONF40       -23.955548          ---           -346.937067       -0.005345        ---         -346.942412          0.82                3.17         
CONF41       -23.955529          ---           -346.936065       -0.004972        ---         -346.941037          1.68                0.74         
CONF42       -23.955509          ---           -346.934514       -0.005005        ---         -346.939519          2.63                0.15         
CONF43       -23.955500          ---           -346.934664       -0.005140        ---         -346.939803          2.45                0.20         
CONF44       -23.955494          ---           -346.936061       -0.005832        ---         -346.941893          1.14                1.83         
CONF45       -23.955490          ---           -346.936105       -0.005840        ---         -346.941946          1.11                1.94         
CONF46       -23.955490          ---           -346.935802       -0.005748        ---         -346.941551          1.36                1.27         
CONF47       -23.955487          ---           -346.934885       -0.005283        ---         -346.940168          2.22                0.29         
CONF48       -23.955486          ---           -346.935840       -0.005742        ---         -346.941582          1.34                1.32         
CONF49       -23.955485          ---           -346.935568       -0.005645        ---         -346.941213          1.57                0.89         
CONF50       -23.955472          ---           -346.936034       -0.005808        ---         -346.941842          1.17                1.74         
CONF51       -23.955443          ---           -346.934934       -0.005302        ---         -346.940236          2.18                0.32         
CONF52       -23.955439          ---           -346.935614       -0.005648        ---         -346.941261          1.54                0.94         
CONF53       -23.955470          ---           -346.935208       -0.005450        ---         -346.940659          1.92                0.50         
CONF54       -23.955437          ---           -346.935045       -0.005358        ---         -346.940403          2.08                0.38         
CONF55       -23.955433          ---           -346.935321       -0.005518        ---         -346.940838          1.80                0.60         
CONF56       -23.955430          ---           -346.934937       -0.005270        ---         -346.940206          2.20                0.31         
CONF57       -23.955428          ---           -346.936010       -0.005807        ---         -346.941817          1.19                1.69         
CONF58       -23.955388          ---           -346.935960       -0.005841        ---         -346.941801          1.20                1.66         
CONF59       -23.955381          ---           -346.935895       -0.005857        ---         -346.941753          1.23                1.58         
CONF60       -23.955359          ---           -346.934423       -0.005355        ---         -346.939778          2.47                0.20         
CONF61       -23.955358          ---           -346.934913       -0.005089        ---         -346.940002          2.33                0.25         
CONF62       -23.955357          ---           -346.935129       -0.005474        ---         -346.940603          1.95                0.47         
CONF63       -23.955343          ---           -346.936258       -0.005543        ---         -346.941801          1.20                1.66         
CONF64       -23.955334          ---           -346.935753       -0.005462        ---         -346.941214          1.57                0.89         
CONF65       -23.955333          ---           -346.935236       -0.005235        ---         -346.940472          2.03                0.41         
CONF66       -23.955327          ---           -346.936271       -0.005623        ---         -346.941895          1.14                1.83         
CONF67       -23.955325          ---           -346.935393       -0.005272        ---         -346.940664          1.91                0.50         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15        -346.9368203    -346.9421580     <<==part1==
----------------------------------------------------------------------------------------------------

