CONF#         G (xTB)          ΔG (xTB)          E (DFT)          ΔGsolv         GmRRHO          Gtot             ΔGtot          Boltzmann weight   
CONF25       -22.693419          ---           -344.722870       -0.022649        ---         -344.745519          0.79                2.46         
CONF26       -22.693422          ---           -344.722810       -0.022804        ---         -344.745613          0.73                2.72         
CONF27       -22.693406          ---           -344.722380       -0.020966        ---         -344.743346          2.16                0.25         
CONF28       -22.693405          ---           -344.722389       -0.020916        ---         -344.743306          2.18                0.24         
CONF29       -22.693293          ---           -344.723240       -0.021055        ---         -344.744295          1.56                0.67         
CONF31       -22.693033          ---           -344.721768       -0.020266        ---         -344.742034          2.98                0.06         
CONF32       -22.692946          ---           -344.723603       -0.019737        ---         -344.743340          2.16                0.25         
CONF33       -22.692946          ---           -344.723970       -0.020764        ---         -344.744734          1.29                1.07         
CONF34       -22.692795          ---           -344.723337       -0.021047        ---         -344.744384          1.51                0.74         
CONF35       -22.692774          ---           -344.721361       -0.023009        ---         -344.744370          1.51                0.73         
CONF36       -22.692629          ---           -344.725095       -0.019551        ---         -344.744646          1.34                0.98         
CONF38       -22.692540          ---           -344.723041       -0.020074        ---         -344.743116          2.30                0.19         
CONF39       -22.692524          ---           -344.722734       -0.021362        ---         -344.744095          1.69                0.55         
CONF40       -22.692341          ---           -344.723333       -0.020839        ---         -344.744172          1.64                0.59         
CONF41       -22.692203          ---           -344.723250       -0.021710        ---         -344.744959          1.14                1.36         
CONF44       -22.691999          ---           -344.723822       -0.021003        ---         -344.744824          1.23                1.18         
CONF45       -22.691994          ---           -344.724876       -0.021406        ---         -344.746283          0.31                5.53         
CONF46       -22.691771          ---           -344.725615       -0.019539        ---         -344.745154          1.02                1.67         
CONF50       -22.691418          ---           -344.722560       -0.021491        ---         -344.744050          1.72                0.52         
CONF51       -22.691373          ---           -344.725729       -0.021040        ---         -344.746769          0.01                9.26         
CONF54       -22.691272          ---           -344.722430       -0.021202        ---         -344.743632          1.98                0.33         
CONF55       -22.691272          ---           -344.722393       -0.021174        ---         -344.743567          2.02                0.31         
CONF58       -22.691052          ---           -344.721416       -0.023719        ---         -344.745136          1.03                1.64         
CONF59       -22.690914          ---           -344.721772       -0.022054        ---         -344.743826          1.86                0.41         
CONF60       -22.690887          ---           -344.722233       -0.021742        ---         -344.743975          1.76                0.48         
CONF62       -22.690840          ---           -344.721367       -0.022756        ---         -344.744123          1.67                0.56         
CONF63       -22.690825          ---           -344.720789       -0.023203        ---         -344.743992          1.75                0.49         
CONF70       -22.690623          ---           -344.721101       -0.024111        ---         -344.745212          0.99                1.78         
CONF72       -22.690522          ---           -344.724170       -0.020778        ---         -344.744948          1.15                1.35         
CONF73       -22.690499          ---           -344.722164       -0.021070        ---         -344.743233          2.23                0.22         
CONF74       -22.690449          ---           -344.721428       -0.024128        ---         -344.745556          0.77                2.56         
CONF75       -22.690451          ---           -344.721431       -0.024122        ---         -344.745553          0.77                2.55         
CONF76       -22.690359          ---           -344.721239       -0.023303        ---         -344.744542          1.41                0.88         
CONF77       -22.690302          ---           -344.721357       -0.022041        ---         -344.743398          2.12                0.26         
CONF82       -22.689536          ---           -344.720190       -0.021958        ---         -344.742149          2.91                0.07         
CONF83       -22.689534          ---           -344.719983       -0.021836        ---         -344.741818          3.12                0.05         
CONF84       -22.689494          ---           -344.718785       -0.022957        ---         -344.741743          3.16                0.05         
CONF93       -22.688593          ---           -344.720726       -0.023580        ---         -344.744306          1.55                0.68         

Boltzmann averaged free energy/enthalpy of ensemble on input geometries (not DFT optimized):
temperature /K:   avE(T) /a.u.   avG(T) /a.u.
    298.15        -344.7250068    -344.7456946     <<==part1==
----------------------------------------------------------------------------------------------------

